service_name,status,updated_time
AUTH,DOWN,2025-04-14 09:38:00
AUTH,UP,2025-04-07 18:05:00
HTTP,UP,2025-04-06 12:35:00
MAIL,DOWN,2025-05-15 00:07:00
FTP,DOWN,2025-03-15 11:17:00
FTP,DOWN,2025-03-13 11:51:00
MAIL,UP,2025-04-24 04:04:00
MAIL,DOWN,2025-05-12 23:25:00
AUTH,UP,2025-04-11 17:47:00
DB,DOWN,2025-05-05 16:50:00
MAIL,DOWN,2025-04-04 16:07:00
MAIL,DOWN,2025-04-21 22:39:00
MAIL,DOWN,2025-05-02 08:31:00
HTTP,UP,2025-04-02 10:18:00
FTP,DOWN,2025-03-18 21:42:00
AUTH,UP,2025-05-02 23:10:00
DB,UP,2025-05-04 12:08:00
HTTP,UP,2025-04-07 23:25:00
AUTH,UP,2025-05-08 07:52:00
FTP,UP,2025-05-16 00:56:00
HTTP,DOWN,2025-05-05 01:28:00
HTTP,DOWN,2025-04-06 15:24:00
AUTH,UP,2025-05-02 20:39:00
MAIL,DOWN,2025-04-23 05:31:00
MAIL,UP,2025-03-17 01:41:00
AUTH,UP,2025-04-26 07:32:00
HTTP,UP,2025-05-06 12:33:00
HTTP,DOWN,2025-04-20 22:06:00
DB,DOWN,2025-04-14 00:50:00
HTTP,DOWN,2025-03-20 14:46:00
HTTP,UP,2025-05-13 23:32:00
HTTP,DOWN,2025-04-19 18:52:00
HTTP,DOWN,2025-05-12 00:42:00
AUTH,DOWN,2025-03-26 18:57:00
DB,DOWN,2025-03-14 22:58:00
AUTH,DOWN,2025-05-06 14:16:00
FTP,UP,2025-04-25 11:33:00
AUTH,UP,2025-04-19 03:14:00
DB,UP,2025-05-12 13:27:00
AUTH,UP,2025-04-01 12:50:00
DB,UP,2025-04-23 10:44:00
DB,DOWN,2025-04-30 10:37:00
AUTH,UP,2025-04-16 18:59:00
MAIL,UP,2025-03-29 02:37:00
DB,UP,2025-04-24 21:32:00
HTTP,UP,2025-05-04 21:35:00
DB,DOWN,2025-03-12 08:14:00
AUTH,DOWN,2025-04-03 12:16:00
FTP,DOWN,2025-03-27 06:38:00
HTTP,DOWN,2025-03-30 08:39:00
AUTH,UP,2025-04-24 05:04:00
AUTH,UP,2025-03-17 03:27:00
HTTP,UP,2025-04-08 05:37:00
AUTH,UP,2025-03-20 18:28:00
DB,DOWN,2025-05-09 05:13:00
FTP,UP,2025-04-12 20:10:00
HTTP,DOWN,2025-03-21 21:04:00
MAIL,DOWN,2025-03-21 10:08:00
FTP,DOWN,2025-04-18 12:22:00
AUTH,UP,2025-04-26 21:17:00
FTP,UP,2025-04-01 04:57:00
MAIL,DOWN,2025-04-02 19:26:00
AUTH,DOWN,2025-04-23 10:55:00
HTTP,UP,2025-03-19 14:38:00
AUTH,DOWN,2025-03-22 09:58:00
FTP,DOWN,2025-03-24 10:53:00
FTP,DOWN,2025-04-28 23:08:00
HTTP,UP,2025-04-23 00:05:00
AUTH,UP,2025-04-16 01:11:00
HTTP,DOWN,2025-03-21 14:41:00
HTTP,DOWN,2025-03-25 19:37:00
DB,UP,2025-03-11 12:28:00
FTP,DOWN,2025-03-18 18:50:00
DB,UP,2025-04-11 11:14:00
DB,UP,2025-04-12 01:49:00
DB,DOWN,2025-03-28 04:44:00
MAIL,DOWN,2025-03-22 03:27:00
MAIL,DOWN,2025-05-01 20:00:00
FTP,DOWN,2025-04-05 17:18:00
AUTH,DOWN,2025-03-13 13:52:00
DB,DOWN,2025-04-01 07:58:00
HTTP,DOWN,2025-03-27 09:12:00
MAIL,UP,2025-05-03 23:57:00
AUTH,DOWN,2025-03-12 18:18:00
MAIL,UP,2025-04-26 02:46:00
HTTP,DOWN,2025-03-27 14:26:00
DB,DOWN,2025-05-07 01:35:00
MAIL,DOWN,2025-04-16 19:12:00
DB,DOWN,2025-04-22 09:33:00
HTTP,DOWN,2025-03-16 00:58:00
FTP,DOWN,2025-03-27 17:15:00
FTP,DOWN,2025-03-23 06:43:00
FTP,DOWN,2025-04-24 15:27:00
DB,DOWN,2025-04-17 18:30:00
DB,DOWN,2025-03-12 20:30:00
AUTH,DOWN,2025-05-05 03:56:00
FTP,UP,2025-05-13 01:17:00
HTTP,UP,2025-04-28 19:32:00
FTP,UP,2025-05-09 08:47:00
HTTP,DOWN,2025-04-04 12:10:00
FTP,DOWN,2025-03-23 00:45:00
AUTH,DOWN,2025-03-27 23:00:00
FTP,UP,2025-04-12 02:26:00
FTP,UP,2025-03-22 03:45:00
DB,UP,2025-04-14 13:07:00
MAIL,DOWN,2025-03-21 06:46:00
AUTH,DOWN,2025-04-03 09:29:00
MAIL,UP,2025-03-17 06:41:00
AUTH,DOWN,2025-04-22 08:01:00
MAIL,UP,2025-04-20 11:59:00
AUTH,DOWN,2025-03-24 17:31:00
MAIL,DOWN,2025-03-19 20:11:00
AUTH,UP,2025-04-27 11:54:00
MAIL,UP,2025-05-08 09:30:00
AUTH,DOWN,2025-04-22 21:43:00
DB,DOWN,2025-04-17 23:11:00
FTP,UP,2025-04-20 14:39:00
FTP,UP,2025-05-04 12:58:00
AUTH,DOWN,2025-03-30 06:18:00
FTP,UP,2025-03-22 20:29:00
HTTP,UP,2025-03-11 12:44:00
MAIL,DOWN,2025-05-14 09:45:00
HTTP,DOWN,2025-03-28 23:54:00
FTP,DOWN,2025-05-07 22:06:00
MAIL,DOWN,2025-05-06 03:42:00
FTP,DOWN,2025-04-01 02:22:00
MAIL,UP,2025-05-01 03:41:00
FTP,UP,2025-04-14 20:03:00
DB,UP,2025-03-11 19:06:00
HTTP,UP,2025-04-02 11:36:00
AUTH,UP,2025-05-09 00:15:00
AUTH,UP,2025-05-08 05:56:00
FTP,DOWN,2025-03-12 16:31:00
MAIL,UP,2025-05-07 05:19:00
MAIL,UP,2025-05-05 17:12:00
AUTH,DOWN,2025-04-21 20:22:00
AUTH,UP,2025-03-16 09:06:00
HTTP,UP,2025-05-10 03:39:00
FTP,UP,2025-03-11 11:26:00
MAIL,UP,2025-04-01 04:25:00
FTP,UP,2025-03-22 18:00:00
AUTH,DOWN,2025-03-28 11:29:00
MAIL,UP,2025-03-12 11:55:00
HTTP,DOWN,2025-04-11 00:07:00
MAIL,UP,2025-05-14 04:52:00
AUTH,DOWN,2025-05-09 16:44:00
HTTP,DOWN,2025-04-04 15:21:00
FTP,DOWN,2025-04-27 05:07:00
HTTP,UP,2025-04-08 19:51:00
DB,UP,2025-05-02 15:34:00
DB,DOWN,2025-04-24 23:52:00
FTP,DOWN,2025-03-26 01:38:00
FTP,DOWN,2025-04-05 12:46:00
AUTH,UP,2025-03-23 07:15:00
AUTH,UP,2025-04-11 04:38:00
HTTP,DOWN,2025-03-26 21:17:00
HTTP,UP,2025-03-31 16:27:00
FTP,UP,2025-04-03 02:01:00
AUTH,UP,2025-04-28 13:05:00
FTP,UP,2025-03-20 15:32:00
FTP,UP,2025-03-15 06:31:00
HTTP,DOWN,2025-05-06 04:57:00
DB,UP,2025-04-30 16:13:00
MAIL,DOWN,2025-03-23 08:30:00
DB,UP,2025-03-13 09:03:00
MAIL,UP,2025-03-19 20:40:00
DB,UP,2025-04-01 20:23:00
AUTH,UP,2025-04-11 05:32:00
HTTP,UP,2025-05-14 09:33:00
AUTH,DOWN,2025-03-09 05:58:00
HTTP,UP,2025-04-11 18:17:00
MAIL,DOWN,2025-03-27 17:12:00
HTTP,DOWN,2025-05-08 21:45:00
AUTH,UP,2025-03-26 04:20:00
HTTP,UP,2025-05-01 07:51:00
FTP,DOWN,2025-04-27 09:15:00
HTTP,UP,2025-03-28 14:47:00
DB,UP,2025-05-04 00:23:00
FTP,DOWN,2025-04-15 09:28:00
HTTP,UP,2025-04-06 22:21:00
AUTH,DOWN,2025-05-04 12:55:00
HTTP,UP,2025-04-14 21:13:00
HTTP,UP,2025-03-21 22:58:00
HTTP,UP,2025-04-26 03:46:00
HTTP,UP,2025-05-16 07:16:00
HTTP,UP,2025-03-22 02:29:00
AUTH,DOWN,2025-04-03 20:55:00
AUTH,DOWN,2025-04-03 17:43:00
HTTP,UP,2025-05-02 02:04:00
DB,UP,2025-04-21 13:29:00
FTP,UP,2025-05-16 00:57:00
FTP,UP,2025-05-10 14:49:00
HTTP,UP,2025-05-13 11:55:00
AUTH,UP,2025-04-16 04:52:00
AUTH,UP,2025-04-15 20:25:00
AUTH,DOWN,2025-04-16 14:27:00
AUTH,DOWN,2025-05-11 06:41:00
MAIL,DOWN,2025-05-15 06:18:00
AUTH,DOWN,2025-03-27 07:34:00
FTP,UP,2025-03-08 14:54:00
MAIL,UP,2025-04-06 09:34:00
AUTH,DOWN,2025-03-20 09:45:00
DB,DOWN,2025-04-24 09:54:00
MAIL,DOWN,2025-04-05 12:59:00
HTTP,DOWN,2025-05-02 04:10:00
HTTP,UP,2025-05-08 04:04:00
HTTP,DOWN,2025-03-13 22:38:00
MAIL,UP,2025-03-09 22:54:00
DB,DOWN,2025-05-01 03:43:00
FTP,DOWN,2025-04-26 22:34:00
HTTP,UP,2025-05-01 03:26:00
DB,UP,2025-05-05 12:15:00
HTTP,DOWN,2025-04-06 00:20:00
AUTH,UP,2025-03-26 23:42:00
HTTP,DOWN,2025-03-14 17:43:00
DB,UP,2025-05-09 22:45:00
MAIL,DOWN,2025-04-02 00:21:00
DB,DOWN,2025-04-04 21:10:00
FTP,UP,2025-04-27 00:16:00
FTP,DOWN,2025-04-28 20:34:00
FTP,DOWN,2025-04-27 17:03:00
HTTP,UP,2025-03-16 14:19:00
FTP,DOWN,2025-05-10 03:51:00
DB,DOWN,2025-03-10 11:52:00
HTTP,DOWN,2025-04-11 15:19:00
AUTH,DOWN,2025-03-19 08:50:00
MAIL,UP,2025-05-12 20:12:00
HTTP,UP,2025-04-21 22:56:00
MAIL,UP,2025-03-28 11:49:00
FTP,UP,2025-03-20 16:16:00
FTP,DOWN,2025-04-30 18:52:00
HTTP,UP,2025-05-03 10:40:00
AUTH,UP,2025-03-09 23:20:00
FTP,UP,2025-05-06 20:51:00
DB,DOWN,2025-05-06 08:55:00
DB,DOWN,2025-05-03 09:52:00
HTTP,UP,2025-03-13 11:57:00
AUTH,DOWN,2025-03-19 17:49:00
FTP,UP,2025-05-05 18:57:00
HTTP,DOWN,2025-03-11 20:44:00
HTTP,DOWN,2025-04-19 09:05:00
FTP,UP,2025-03-31 02:05:00
AUTH,UP,2025-03-10 06:09:00
FTP,DOWN,2025-05-13 00:37:00
MAIL,UP,2025-03-22 13:57:00
DB,DOWN,2025-04-14 02:43:00
FTP,DOWN,2025-04-06 19:21:00
DB,UP,2025-04-28 03:58:00
MAIL,UP,2025-03-13 09:12:00
AUTH,DOWN,2025-03-13 10:38:00
AUTH,UP,2025-04-21 14:25:00
MAIL,DOWN,2025-04-18 18:23:00
AUTH,DOWN,2025-04-29 13:59:00
HTTP,DOWN,2025-05-01 00:13:00
FTP,UP,2025-03-15 14:41:00
HTTP,UP,2025-04-10 22:18:00
DB,UP,2025-03-20 01:27:00
HTTP,UP,2025-05-16 09:28:00
AUTH,UP,2025-03-15 00:45:00
MAIL,DOWN,2025-03-30 08:18:00
AUTH,DOWN,2025-05-08 22:13:00
AUTH,UP,2025-05-08 08:10:00
FTP,UP,2025-03-16 20:13:00
FTP,DOWN,2025-04-08 03:03:00
MAIL,UP,2025-03-10 23:06:00
FTP,UP,2025-05-05 10:48:00
AUTH,DOWN,2025-05-02 04:21:00
HTTP,UP,2025-05-09 17:00:00
FTP,UP,2025-03-22 11:48:00
DB,UP,2025-04-21 06:59:00
MAIL,DOWN,2025-03-30 12:46:00
MAIL,DOWN,2025-05-04 00:54:00
HTTP,UP,2025-03-20 19:37:00
MAIL,DOWN,2025-04-23 05:47:00
FTP,DOWN,2025-05-11 14:58:00
AUTH,DOWN,2025-04-18 15:00:00
HTTP,UP,2025-05-02 01:23:00
DB,DOWN,2025-05-01 00:29:00
MAIL,UP,2025-05-08 00:38:00
HTTP,UP,2025-05-06 02:02:00
MAIL,UP,2025-03-29 23:34:00
AUTH,UP,2025-03-23 03:54:00
HTTP,DOWN,2025-04-01 00:11:00
MAIL,UP,2025-03-13 11:31:00
HTTP,DOWN,2025-04-24 18:29:00
AUTH,DOWN,2025-04-04 04:57:00
FTP,DOWN,2025-04-25 15:22:00
HTTP,DOWN,2025-05-14 14:38:00
FTP,UP,2025-04-03 11:48:00
FTP,UP,2025-05-02 17:41:00
MAIL,UP,2025-03-17 13:21:00
FTP,DOWN,2025-04-18 06:55:00
FTP,UP,2025-03-25 17:48:00
MAIL,DOWN,2025-04-14 19:31:00
AUTH,DOWN,2025-03-10 13:09:00
FTP,DOWN,2025-03-24 13:08:00
MAIL,UP,2025-05-10 17:23:00
HTTP,UP,2025-05-15 00:12:00
FTP,DOWN,2025-03-23 01:06:00
DB,DOWN,2025-03-31 23:09:00
MAIL,UP,2025-05-08 06:53:00
FTP,UP,2025-05-03 04:27:00
DB,UP,2025-05-07 07:15:00
MAIL,UP,2025-03-27 00:24:00
DB,DOWN,2025-04-30 12:44:00
HTTP,UP,2025-05-14 22:11:00
HTTP,UP,2025-04-29 12:07:00
MAIL,UP,2025-04-25 20:58:00
AUTH,DOWN,2025-05-05 23:36:00
HTTP,DOWN,2025-05-07 21:20:00
HTTP,UP,2025-05-05 19:44:00
HTTP,DOWN,2025-03-10 06:05:00
MAIL,DOWN,2025-04-24 22:06:00
HTTP,UP,2025-04-09 02:57:00
AUTH,DOWN,2025-04-10 11:16:00
HTTP,DOWN,2025-04-12 12:28:00
HTTP,DOWN,2025-05-02 07:02:00
FTP,DOWN,2025-04-18 08:44:00
DB,DOWN,2025-04-02 06:03:00
HTTP,DOWN,2025-04-18 12:57:00
AUTH,DOWN,2025-04-20 18:23:00
FTP,UP,2025-04-15 02:24:00
HTTP,DOWN,2025-04-11 02:18:00
HTTP,UP,2025-03-15 13:19:00
FTP,DOWN,2025-03-26 23:44:00
HTTP,DOWN,2025-04-23 23:01:00
DB,UP,2025-04-26 23:10:00
HTTP,UP,2025-03-29 19:31:00
MAIL,UP,2025-04-13 21:36:00
MAIL,DOWN,2025-04-18 13:36:00
HTTP,UP,2025-05-01 08:27:00
MAIL,UP,2025-05-04 23:31:00
DB,UP,2025-03-12 08:56:00
MAIL,UP,2025-03-18 21:12:00
FTP,DOWN,2025-03-19 02:18:00
HTTP,UP,2025-04-01 21:03:00
FTP,DOWN,2025-03-25 03:02:00
FTP,DOWN,2025-03-20 08:06:00
HTTP,DOWN,2025-03-29 19:10:00
MAIL,DOWN,2025-05-12 15:29:00
DB,UP,2025-04-17 06:33:00
HTTP,UP,2025-04-14 03:41:00
FTP,DOWN,2025-04-09 02:49:00
MAIL,UP,2025-04-16 17:20:00
FTP,UP,2025-04-23 19:24:00
HTTP,DOWN,2025-05-07 18:56:00
DB,DOWN,2025-05-03 15:39:00
HTTP,UP,2025-03-16 01:34:00
DB,UP,2025-04-18 20:05:00
MAIL,DOWN,2025-03-24 10:08:00
MAIL,UP,2025-04-07 10:30:00
AUTH,UP,2025-03-19 20:20:00
HTTP,UP,2025-05-06 21:10:00
FTP,UP,2025-04-01 00:55:00
FTP,UP,2025-04-27 18:07:00
DB,DOWN,2025-04-19 02:28:00
AUTH,DOWN,2025-04-29 02:57:00
HTTP,UP,2025-04-18 20:47:00
HTTP,DOWN,2025-05-14 21:07:00
HTTP,DOWN,2025-04-01 21:32:00
MAIL,UP,2025-03-17 22:03:00
FTP,DOWN,2025-03-28 21:13:00
MAIL,UP,2025-03-27 22:05:00
FTP,DOWN,2025-04-30 06:01:00
HTTP,DOWN,2025-05-09 08:18:00
AUTH,UP,2025-05-16 07:27:00
FTP,UP,2025-03-31 09:23:00
DB,DOWN,2025-03-31 18:30:00
HTTP,DOWN,2025-04-23 11:41:00
MAIL,UP,2025-05-01 14:37:00
DB,UP,2025-04-11 00:32:00
HTTP,DOWN,2025-04-12 02:06:00
AUTH,DOWN,2025-04-26 13:50:00
MAIL,DOWN,2025-03-30 07:57:00
AUTH,UP,2025-05-07 19:51:00
MAIL,DOWN,2025-03-12 02:11:00
DB,DOWN,2025-05-12 19:13:00
FTP,DOWN,2025-05-14 05:54:00
DB,UP,2025-04-08 00:21:00
MAIL,DOWN,2025-03-28 19:08:00
MAIL,UP,2025-03-15 00:54:00
AUTH,DOWN,2025-05-10 05:17:00
FTP,DOWN,2025-03-18 07:56:00
HTTP,DOWN,2025-05-02 14:50:00
MAIL,UP,2025-04-25 23:19:00
DB,DOWN,2025-05-06 14:21:00
HTTP,DOWN,2025-03-21 22:16:00
FTP,DOWN,2025-04-11 00:44:00
MAIL,UP,2025-05-06 04:54:00
AUTH,UP,2025-03-24 17:42:00
AUTH,DOWN,2025-04-03 03:48:00
HTTP,UP,2025-04-05 05:57:00
MAIL,DOWN,2025-03-16 22:39:00
DB,DOWN,2025-03-16 02:59:00
HTTP,UP,2025-04-18 10:15:00
AUTH,DOWN,2025-04-23 20:48:00
HTTP,DOWN,2025-04-06 20:05:00
AUTH,DOWN,2025-03-17 16:13:00
DB,UP,2025-05-01 00:58:00
DB,UP,2025-05-05 11:51:00
AUTH,DOWN,2025-03-15 23:54:00
AUTH,DOWN,2025-04-09 07:28:00
MAIL,UP,2025-04-22 07:10:00
MAIL,DOWN,2025-04-08 13:21:00
MAIL,UP,2025-04-01 22:05:00
MAIL,DOWN,2025-05-03 21:11:00
HTTP,UP,2025-03-29 19:43:00
AUTH,UP,2025-05-05 09:35:00
AUTH,DOWN,2025-03-24 23:22:00
MAIL,DOWN,2025-04-15 23:23:00
FTP,DOWN,2025-04-28 19:19:00
MAIL,UP,2025-05-11 05:07:00
HTTP,UP,2025-03-15 11:29:00
AUTH,DOWN,2025-04-22 16:53:00
FTP,UP,2025-04-14 18:59:00
AUTH,DOWN,2025-03-18 12:15:00
HTTP,DOWN,2025-04-26 17:28:00
AUTH,UP,2025-03-24 16:29:00
HTTP,DOWN,2025-05-10 11:20:00
HTTP,DOWN,2025-03-16 16:53:00
AUTH,DOWN,2025-04-08 21:41:00
DB,UP,2025-04-03 18:02:00
FTP,DOWN,2025-04-01 08:09:00
DB,DOWN,2025-04-25 21:21:00
FTP,UP,2025-04-27 15:14:00
HTTP,UP,2025-04-15 02:42:00
DB,DOWN,2025-03-30 17:32:00
AUTH,UP,2025-04-01 06:19:00
FTP,UP,2025-03-29 11:24:00
FTP,UP,2025-03-08 16:45:00
AUTH,UP,2025-04-08 06:50:00
FTP,UP,2025-03-25 12:55:00
FTP,UP,2025-03-31 11:27:00
DB,UP,2025-03-08 16:15:00
MAIL,UP,2025-05-05 02:47:00
MAIL,DOWN,2025-03-26 16:18:00
HTTP,DOWN,2025-03-23 11:08:00
HTTP,UP,2025-04-02 18:42:00
AUTH,DOWN,2025-04-23 20:32:00
AUTH,UP,2025-03-19 15:15:00
HTTP,DOWN,2025-04-03 20:43:00
HTTP,DOWN,2025-04-11 14:13:00
HTTP,UP,2025-03-26 12:22:00
HTTP,UP,2025-03-30 18:01:00
FTP,DOWN,2025-03-23 17:34:00
DB,DOWN,2025-03-24 19:45:00
MAIL,DOWN,2025-05-08 00:04:00
MAIL,DOWN,2025-04-26 14:38:00
MAIL,UP,2025-03-20 17:56:00
MAIL,DOWN,2025-03-12 12:56:00
DB,UP,2025-03-09 05:55:00
HTTP,DOWN,2025-04-08 00:06:00
AUTH,DOWN,2025-04-09 05:19:00
MAIL,UP,2025-04-11 01:10:00
AUTH,UP,2025-04-27 13:05:00
DB,DOWN,2025-03-15 16:42:00
AUTH,UP,2025-03-10 19:15:00
AUTH,DOWN,2025-05-08 08:41:00
AUTH,UP,2025-04-05 05:33:00
MAIL,DOWN,2025-03-12 00:44:00
FTP,UP,2025-03-25 07:40:00
FTP,UP,2025-04-14 13:46:00
HTTP,DOWN,2025-04-25 21:14:00
AUTH,UP,2025-03-31 06:33:00
AUTH,UP,2025-05-12 18:47:00
DB,UP,2025-04-12 08:19:00
HTTP,DOWN,2025-03-11 19:54:00
AUTH,DOWN,2025-04-27 18:43:00
HTTP,UP,2025-03-26 13:54:00
HTTP,UP,2025-03-28 04:46:00
FTP,UP,2025-04-16 03:35:00
HTTP,DOWN,2025-03-27 18:48:00
FTP,UP,2025-04-14 19:49:00
FTP,UP,2025-03-16 02:07:00
FTP,UP,2025-03-15 15:48:00
AUTH,DOWN,2025-03-30 07:59:00
DB,UP,2025-03-31 10:57:00
MAIL,DOWN,2025-03-26 11:26:00
HTTP,UP,2025-04-11 19:01:00
DB,UP,2025-03-13 20:11:00
MAIL,DOWN,2025-04-18 06:49:00
FTP,UP,2025-04-22 15:47:00
DB,UP,2025-03-20 06:53:00
HTTP,UP,2025-03-30 09:09:00
AUTH,UP,2025-03-28 03:55:00
DB,UP,2025-05-03 02:44:00
FTP,DOWN,2025-03-25 02:29:00
FTP,DOWN,2025-03-19 02:22:00
DB,DOWN,2025-05-15 12:45:00
MAIL,DOWN,2025-05-06 08:53:00
DB,UP,2025-03-27 20:11:00
AUTH,DOWN,2025-04-29 18:01:00
HTTP,DOWN,2025-04-06 00:28:00
HTTP,UP,2025-05-07 11:51:00
HTTP,UP,2025-03-21 07:26:00
MAIL,DOWN,2025-04-11 00:16:00
MAIL,UP,2025-04-12 23:22:00
AUTH,DOWN,2025-04-19 15:23:00
HTTP,DOWN,2025-04-06 14:50:00
FTP,DOWN,2025-04-29 08:47:00
MAIL,UP,2025-05-08 09:18:00
DB,UP,2025-04-06 00:22:00
AUTH,DOWN,2025-05-04 01:33:00
HTTP,DOWN,2025-04-13 10:34:00
FTP,UP,2025-05-15 14:49:00
HTTP,DOWN,2025-05-05 16:12:00
HTTP,UP,2025-04-05 00:26:00
FTP,UP,2025-03-29 10:12:00
HTTP,DOWN,2025-03-18 15:21:00
FTP,UP,2025-03-21 02:29:00
MAIL,DOWN,2025-05-07 11:39:00
MAIL,UP,2025-03-27 07:43:00
DB,DOWN,2025-04-15 08:54:00
MAIL,DOWN,2025-04-04 09:08:00
FTP,UP,2025-04-29 02:45:00
AUTH,UP,2025-03-25 23:09:00
HTTP,DOWN,2025-03-20 10:24:00
DB,UP,2025-04-24 21:02:00
DB,DOWN,2025-03-30 07:53:00
AUTH,UP,2025-04-17 00:30:00
AUTH,UP,2025-04-04 16:14:00
MAIL,DOWN,2025-05-05 18:50:00
AUTH,UP,2025-03-23 20:01:00
FTP,UP,2025-03-28 14:10:00
FTP,DOWN,2025-05-13 21:25:00
FTP,DOWN,2025-05-04 22:16:00
AUTH,DOWN,2025-04-20 09:33:00
MAIL,UP,2025-05-06 17:12:00
AUTH,DOWN,2025-03-23 18:37:00
FTP,UP,2025-04-13 01:47:00
FTP,UP,2025-04-17 13:06:00
MAIL,DOWN,2025-03-09 07:39:00
MAIL,DOWN,2025-05-02 04:17:00
AUTH,UP,2025-03-11 16:12:00
DB,DOWN,2025-04-24 06:08:00
FTP,DOWN,2025-04-21 00:39:00
FTP,UP,2025-04-03 14:11:00
MAIL,DOWN,2025-04-17 23:36:00
AUTH,UP,2025-04-26 05:00:00
MAIL,UP,2025-04-16 13:58:00
HTTP,DOWN,2025-03-20 18:00:00
DB,DOWN,2025-05-03 22:17:00
DB,DOWN,2025-04-29 08:08:00
HTTP,UP,2025-03-25 14:34:00
MAIL,UP,2025-05-08 09:05:00
FTP,DOWN,2025-03-22 09:07:00
AUTH,DOWN,2025-04-18 20:34:00
DB,DOWN,2025-04-01 17:43:00
MAIL,DOWN,2025-03-20 07:37:00
HTTP,DOWN,2025-05-02 00:13:00
AUTH,UP,2025-05-11 09:02:00
FTP,UP,2025-04-14 05:46:00
FTP,DOWN,2025-03-16 22:14:00
HTTP,DOWN,2025-05-03 06:02:00
MAIL,UP,2025-03-14 07:42:00
AUTH,UP,2025-03-22 00:30:00
DB,UP,2025-04-03 20:45:00
HTTP,UP,2025-04-25 22:26:00
MAIL,UP,2025-04-07 06:02:00
HTTP,DOWN,2025-03-12 12:48:00
DB,UP,2025-04-05 09:49:00
HTTP,DOWN,2025-05-06 13:00:00
AUTH,UP,2025-03-19 17:29:00
FTP,UP,2025-03-27 19:23:00
FTP,UP,2025-03-13 01:44:00
HTTP,DOWN,2025-04-14 09:14:00
MAIL,DOWN,2025-03-29 16:33:00
MAIL,UP,2025-04-21 14:55:00
FTP,DOWN,2025-03-14 03:48:00
FTP,DOWN,2025-04-18 09:58:00
AUTH,UP,2025-03-14 09:18:00
MAIL,DOWN,2025-03-12 06:10:00
MAIL,UP,2025-05-10 12:32:00
AUTH,UP,2025-05-05 00:29:00
MAIL,UP,2025-03-17 14:14:00
DB,DOWN,2025-04-13 16:59:00
FTP,UP,2025-05-07 20:18:00
HTTP,UP,2025-03-15 06:51:00
HTTP,DOWN,2025-05-11 15:30:00
HTTP,DOWN,2025-05-06 10:03:00
FTP,UP,2025-03-27 05:43:00
MAIL,DOWN,2025-03-12 18:29:00
DB,UP,2025-04-28 17:29:00
AUTH,UP,2025-04-16 05:14:00
HTTP,DOWN,2025-03-10 11:37:00
MAIL,UP,2025-04-13 19:23:00
AUTH,DOWN,2025-03-22 03:49:00
MAIL,DOWN,2025-05-14 02:24:00
DB,UP,2025-04-18 10:33:00
DB,UP,2025-03-24 08:26:00
AUTH,UP,2025-03-27 08:29:00
FTP,UP,2025-03-08 07:28:00
HTTP,DOWN,2025-04-13 14:38:00
HTTP,UP,2025-05-08 06:26:00
HTTP,DOWN,2025-03-17 11:57:00
HTTP,DOWN,2025-04-23 04:39:00
HTTP,DOWN,2025-04-26 14:40:00
AUTH,UP,2025-04-18 08:37:00
FTP,UP,2025-05-14 07:03:00
DB,UP,2025-03-20 18:09:00
AUTH,UP,2025-03-21 14:17:00
MAIL,UP,2025-05-11 02:56:00
MAIL,DOWN,2025-04-07 18:18:00
DB,DOWN,2025-03-14 22:58:00
AUTH,UP,2025-05-12 22:00:00
AUTH,DOWN,2025-04-29 18:21:00
MAIL,UP,2025-04-14 07:48:00
HTTP,DOWN,2025-03-30 00:41:00
FTP,DOWN,2025-03-09 20:51:00
DB,DOWN,2025-05-01 19:20:00
MAIL,DOWN,2025-03-14 16:33:00
MAIL,DOWN,2025-04-08 03:24:00
HTTP,UP,2025-05-14 19:27:00
MAIL,UP,2025-04-26 22:00:00
DB,UP,2025-04-07 06:51:00
AUTH,DOWN,2025-04-21 09:42:00
FTP,DOWN,2025-03-18 08:40:00
DB,DOWN,2025-03-25 14:52:00
MAIL,DOWN,2025-05-08 01:07:00
FTP,DOWN,2025-04-05 12:44:00
MAIL,DOWN,2025-03-24 16:25:00
DB,UP,2025-03-08 07:27:00
MAIL,DOWN,2025-05-10 02:13:00
AUTH,UP,2025-03-19 01:38:00
FTP,UP,2025-04-03 02:30:00
MAIL,DOWN,2025-03-21 17:31:00
AUTH,DOWN,2025-04-15 19:52:00
MAIL,UP,2025-04-24 09:47:00
MAIL,UP,2025-04-28 09:32:00
AUTH,UP,2025-04-26 23:05:00
AUTH,UP,2025-03-27 12:34:00
AUTH,DOWN,2025-03-18 13:30:00
DB,DOWN,2025-03-12 16:06:00
AUTH,DOWN,2025-04-26 02:01:00
HTTP,DOWN,2025-03-10 01:35:00
MAIL,DOWN,2025-03-13 11:29:00
DB,UP,2025-03-12 14:39:00
MAIL,UP,2025-03-11 20:54:00
DB,DOWN,2025-03-13 09:42:00
FTP,DOWN,2025-04-12 17:20:00
AUTH,UP,2025-04-24 03:35:00
MAIL,UP,2025-04-27 02:18:00
FTP,UP,2025-03-31 16:59:00
MAIL,DOWN,2025-05-07 20:12:00
AUTH,UP,2025-04-20 01:45:00
FTP,DOWN,2025-04-06 03:03:00
HTTP,UP,2025-03-15 23:04:00
HTTP,UP,2025-03-10 07:05:00
FTP,DOWN,2025-03-28 15:27:00
MAIL,DOWN,2025-04-14 06:23:00
